Generacion	x1	x2	Fitness_Padre	Sigma_Usado
0	-0.95835875	1.90968309	38.94209090	3.00000000
1	-0.95835875	1.90968309	38.94209090	3.00000000
2	-0.95835875	1.90968309	38.94209090	3.00000000
3	-0.95835875	1.90968309	38.94209090	3.00000000
4	-0.95835875	1.90968309	38.94209090	3.00000000
5	-0.95835875	1.90968309	38.94209090	3.00000000
6	-0.95835875	1.90968309	38.94209090	3.00000000
7	-0.95835875	1.90968309	38.94209090	3.00000000
8	-0.95835875	1.90968309	38.94209090	3.00000000
9	-0.95835875	1.90968309	38.94209090	3.00000000
10	2.18265705	0.08071100	7.58602580	3.00000000
11	2.18265705	0.08071100	7.58602580	3.00000000
12	2.18265705	0.08071100	7.58602580	3.00000000
13	2.18265705	0.08071100	7.58602580	3.00000000
14	2.18265705	0.08071100	7.58602580	3.00000000
15	2.18265705	0.08071100	7.58602580	3.00000000
16	2.18265705	0.08071100	7.58602580	3.00000000
17	2.18265705	0.08071100	7.58602580	3.00000000
18	2.18265705	0.08071100	7.58602580	3.00000000
19	2.18265705	0.08071100	7.58602580	3.00000000
20	2.18265705	0.08071100	7.58602580	3.00000000
21	2.18265705	0.08071100	7.58602580	3.00000000
22	1.48972665	-0.26484982	1.52220471	2.70000000
23	1.48972665	-0.26484982	1.52220471	2.70000000
24	1.48972665	-0.26484982	1.52220471	2.43000000
25	1.48972665	-0.26484982	1.52220471	2.43000000
26	1.48972665	-0.26484982	1.52220471	2.18700000
27	1.48972665	-0.26484982	1.52220471	2.18700000
28	1.48972665	-0.26484982	1.52220471	1.96830000
29	1.48972665	-0.26484982	1.52220471	1.96830000
30	1.48972665	-0.26484982	1.52220471	1.77147000
31	1.48972665	-0.26484982	1.52220471	1.77147000
32	1.48972665	-0.26484982	1.52220471	1.59432300
33	1.33637740	-0.98963503	0.94113524	1.59432300
34	1.33637740	-0.98963503	0.94113524	1.43489070
35	1.33637740	-0.98963503	0.94113524	1.43489070
36	1.33637740	-0.98963503	0.94113524	1.29140163
37	1.33637740	-0.98963503	0.94113524	1.29140163
38	1.33637740	-0.98963503	0.94113524	1.16226147
39	1.33637740	-0.98963503	0.94113524	1.16226147
40	0.70677055	-0.48903476	0.44216929	1.04603532
41	0.62236653	-0.65347085	-0.13173285	1.04603532
42	0.62236653	-0.65347085	-0.13173285	0.94143179
43	0.62236653	-0.65347085	-0.13173285	0.94143179
44	0.62236653	-0.65347085	-0.13173285	0.84728861
45	-0.34972437	-0.74557411	-0.26833949	0.84728861
46	-0.34972437	-0.74557411	-0.26833949	0.76255975
47	-0.34972437	-0.74557411	-0.26833949	0.76255975
48	-0.34972437	-0.74557411	-0.26833949	0.68630377
49	-0.34972437	-0.74557411	-0.26833949	0.68630377
50	-0.34972437	-0.74557411	-0.26833949	0.61767340
51	-0.34972437	-0.74557411	-0.26833949	0.61767340
52	-0.34972437	-0.74557411	-0.26833949	0.55590606
53	-0.34972437	-0.74557411	-0.26833949	0.55590606
54	-0.34972437	-0.74557411	-0.26833949	0.50031545
55	0.13304292	-0.66555159	-1.00538660	0.50031545
56	0.13304292	-0.66555159	-1.00538660	0.45028391
57	0.13304292	-0.66555159	-1.00538660	0.45028391
58	0.13304292	-0.66555159	-1.00538660	0.40525552
59	0.13304292	-0.66555159	-1.00538660	0.40525552
60	0.13304292	-0.66555159	-1.00538660	0.36472996
61	0.13304292	-0.66555159	-1.00538660	0.36472996
62	0.13304292	-0.66555159	-1.00538660	0.32825697
63	0.13304292	-0.66555159	-1.00538660	0.32825697
64	0.13304292	-0.66555159	-1.00538660	0.29543127
65	0.13304292	-0.66555159	-1.00538660	0.29543127
66	0.13304292	-0.66555159	-1.00538660	0.26588814
67	0.13304292	-0.66555159	-1.00538660	0.26588814
68	0.13304292	-0.66555159	-1.00538660	0.23929933
69	0.13304292	-0.66555159	-1.00538660	0.23929933
70	0.13304292	-0.66555159	-1.00538660	0.21536940
71	0.13304292	-0.66555159	-1.00538660	0.21536940
72	0.13304292	-0.66555159	-1.00538660	0.19383246
73	0.13304292	-0.66555159	-1.00538660	0.19383246
74	0.13304292	-0.66555159	-1.00538660	0.17444921
75	0.13304292	-0.66555159	-1.00538660	0.17444921
76	0.13304292	-0.66555159	-1.00538660	0.15700429
77	0.13304292	-0.66555159	-1.00538660	0.15700429
78	0.13304292	-0.66555159	-1.00538660	0.14130386
79	0.13304292	-0.66555159	-1.00538660	0.14130386
80	0.13304292	-0.66555159	-1.00538660	0.12717347
81	0.13304292	-0.66555159	-1.00538660	0.12717347
82	0.13304292	-0.66555159	-1.00538660	0.11445613
83	0.13304292	-0.66555159	-1.00538660	0.11445613
84	0.13304292	-0.66555159	-1.00538660	0.10301051
85	0.13304292	-0.66555159	-1.00538660	0.10301051
86	0.13304292	-0.66555159	-1.00538660	0.09270946
87	0.13304292	-0.66555159	-1.00538660	0.09270946
88	0.13304292	-0.66555159	-1.00538660	0.08343852
89	0.11451467	-0.73812782	-1.02439253	0.08343852
90	0.11451467	-0.73812782	-1.02439253	0.07509467
91	0.11451467	-0.73812782	-1.02439253	0.07509467
92	0.11451467	-0.73812782	-1.02439253	0.06758520
93	0.11451467	-0.73812782	-1.02439253	0.06758520
94	0.11451467	-0.73812782	-1.02439253	0.06082668
95	0.11451467	-0.73812782	-1.02439253	0.06082668
96	0.11451467	-0.73812782	-1.02439253	0.05474401
97	0.11451467	-0.73812782	-1.02439253	0.05474401
98	0.10293547	-0.72677867	-1.02948124	0.04926961
99	0.10293547	-0.72677867	-1.02948124	0.04926961
100	0.10293547	-0.72677867	-1.02948124	0.04434265
101	0.10293547	-0.72677867	-1.02948124	0.04434265
102	0.10293547	-0.72677867	-1.02948124	0.03990838
103	0.10293547	-0.72677867	-1.02948124	0.03990838
104	0.10293547	-0.72677867	-1.02948124	0.03591755
105	0.10293547	-0.72677867	-1.02948124	0.03591755
106	0.10610091	-0.72367769	-1.02977036	0.03232579
107	0.10610091	-0.72367769	-1.02977036	0.03232579
108	0.08747160	-0.72429226	-1.03045217	0.02909321
109	0.08747160	-0.72429226	-1.03045217	0.02909321
110	0.08747160	-0.72429226	-1.03045217	0.02618389
111	0.08747160	-0.72429226	-1.03045217	0.02618389
112	0.08747160	-0.72429226	-1.03045217	0.02356550
113	0.08747160	-0.72429226	-1.03045217	0.02356550
114	0.08758974	-0.70718881	-1.03137803	0.02120895
115	0.08758974	-0.70718881	-1.03137803	0.02120895
116	0.08758974	-0.70718881	-1.03137803	0.01908806
117	0.08758974	-0.70718881	-1.03137803	0.01908806
118	0.08758974	-0.70718881	-1.03137803	0.01717925
119	0.08758974	-0.70718881	-1.03137803	0.01717925
120	0.08758974	-0.70718881	-1.03137803	0.01546133
121	0.08758974	-0.70718881	-1.03137803	0.01546133
122	0.08758974	-0.70718881	-1.03137803	0.01391519
123	0.08758974	-0.70718881	-1.03137803	0.01391519
124	0.08758974	-0.70718881	-1.03137803	0.01252367
125	0.08758974	-0.70718881	-1.03137803	0.01252367
126	0.08758974	-0.70718881	-1.03137803	0.01127131
127	0.08758974	-0.70718881	-1.03137803	0.01127131
128	0.09256106	-0.71069276	-1.03156282	0.01014418
129	0.09256106	-0.71069276	-1.03156282	0.01014418
130	0.09256106	-0.71069276	-1.03156282	0.00912976
131	0.09256106	-0.71069276	-1.03156282	0.00912976
132	0.09256106	-0.71069276	-1.03156282	0.00821678
133	0.09256106	-0.71069276	-1.03156282	0.00821678
134	0.09256106	-0.71069276	-1.03156282	0.00739510
135	0.09256106	-0.71069276	-1.03156282	0.00739510
136	0.09256106	-0.71069276	-1.03156282	0.00665559
137	0.09181641	-0.71075657	-1.03158003	0.00665559
138	0.09181641	-0.71075657	-1.03158003	0.00599003
139	0.09263189	-0.71322098	-1.03159709	0.00599003
140	0.09003013	-0.71401844	-1.03161335	0.00539103
141	0.09003013	-0.71401844	-1.03161335	0.00539103
