-3.00000000 -2.00000000 162.90000000
-3.00000000 -1.91836735 154.10809270
-3.00000000 -1.83673469 146.44038171
-3.00000000 -1.75510204 139.79881541
-3.00000000 -1.67346939 134.08960533
-3.00000000 -1.59183673 129.22322607
-3.00000000 -1.51020408 125.11441538
-3.00000000 -1.42857143 121.68217409
-3.00000000 -1.34693878 118.84976618
-3.00000000 -1.26530612 116.54471870
-3.00000000 -1.18367347 114.69882185
-3.00000000 -1.10204082 113.24812893
-3.00000000 -1.02040816 112.13295635
-3.00000000 -0.93877551 111.29788364
-3.00000000 -0.85714286 110.69175344
-3.00000000 -0.77551020 110.26767149
-3.00000000 -0.69387755 109.98300668
-3.00000000 -0.61224490 109.79939098
-3.00000000 -0.53061224 109.68271947
-3.00000000 -0.44897959 109.60315038
-3.00000000 -0.36734694 109.53510501
-3.00000000 -0.28571429 109.45726781
-3.00000000 -0.20408163 109.35258631
-3.00000000 -0.12244898 109.20827118
-3.00000000 -0.04081633 109.01579619
-3.00000000 0.04081633 108.77089823
-3.00000000 0.12244898 108.47357730
-3.00000000 0.20408163 108.12809651
-3.00000000 0.28571429 107.74298209
-3.00000000 0.36734694 107.33102338
-3.00000000 0.44897959 106.90927283
-3.00000000 0.53061224 106.49904600
-3.00000000 0.61224490 106.12592159
-3.00000000 0.69387755 105.81974138
-3.00000000 0.77551020 105.61461027
-3.00000000 0.85714286 105.54889629
-3.00000000 0.93877551 105.66523058
-3.00000000 1.02040816 106.01050737
-3.00000000 1.10204082 106.63588403
-3.00000000 1.18367347 107.59678103
-3.00000000 1.26530612 108.95288196
-3.00000000 1.34693878 110.76813352
-3.00000000 1.42857143 113.11074552
-3.00000000 1.51020408 116.05319089
-3.00000000 1.59183673 119.67220567
-3.00000000 1.67346939 124.04878900
-3.00000000 1.75510204 129.26820317
-3.00000000 1.83673469 135.41997354
-3.00000000 1.91836735 142.59788862
-3.00000000 2.00000000 150.90000000

-2.87755102 -2.00000000 132.13497660
-2.87755102 -1.91836735 123.35306513
-2.87755102 -1.83673469 115.69534997
-2.87755102 -1.75510204 109.06377952
-2.87755102 -1.67346939 103.36456527
-2.87755102 -1.59183673 98.50818185
-2.87755102 -1.51020408 94.40936699
-2.87755102 -1.42857143 90.98712154
-2.87755102 -1.34693878 88.16470945
-2.87755102 -1.26530612 85.86965781
-2.87755102 -1.18367347 84.03375680
-2.87755102 -1.10204082 82.59305971
-2.87755102 -1.02040816 81.48788297
-2.87755102 -0.93877551 80.66280609
-2.87755102 -0.85714286 80.06667172
-2.87755102 -0.77551020 79.65258562
-2.87755102 -0.69387755 79.37791664
-2.87755102 -0.61224490 79.20429677
-2.87755102 -0.53061224 79.09762110
-2.87755102 -0.44897959 79.02804784
-2.87755102 -0.36734694 78.96999831
-2.87755102 -0.28571429 78.90215694
-2.87755102 -0.20408163 78.80747128
-2.87755102 -0.12244898 78.67315198
-2.87755102 -0.04081633 78.49067283
-2.87755102 0.04081633 78.25577070
-2.87755102 0.12244898 77.96844561
-2.87755102 0.20408163 77.63296065
-2.87755102 0.28571429 77.25784207
-2.87755102 0.36734694 76.85587919
-2.87755102 0.44897959 76.44412447
-2.87755102 0.53061224 76.04389349
-2.87755102 0.61224490 75.68076491
-2.87755102 0.69387755 75.38458053
-2.87755102 0.77551020 75.18944526
-2.87755102 0.85714286 75.13372712
-2.87755102 0.93877551 75.26005724
-2.87755102 1.02040816 75.61532986
-2.87755102 1.10204082 76.25070236
-2.87755102 1.18367347 77.22159520
-2.87755102 1.26530612 78.58769196
-2.87755102 1.34693878 80.41293936
-2.87755102 1.42857143 82.76554719
-2.87755102 1.51020408 85.71798839
-2.87755102 1.59183673 89.34699901
-2.87755102 1.67346939 93.73357818
