Generacion	x1	x2	Fitness_Padre	Sigma_Usado
0	-0.94539828	-0.87259880	2.23387792	3.00000000
1	-0.94539828	-0.87259880	2.23387792	3.00000000
2	-0.94539828	-0.87259880	2.23387792	3.00000000
3	0.47322047	-0.99870149	0.31122251	3.00000000
4	0.47322047	-0.99870149	0.31122251	3.00000000
5	0.47322047	-0.99870149	0.31122251	3.00000000
6	0.47322047	-0.99870149	0.31122251	3.00000000
7	0.47322047	-0.99870149	0.31122251	3.00000000
8	0.47322047	-0.99870149	0.31122251	3.00000000
9	0.47322047	-0.99870149	0.31122251	3.00000000
10	0.47322047	-0.99870149	0.31122251	3.00000000
11	0.47322047	-0.99870149	0.31122251	3.00000000
12	0.47322047	-0.99870149	0.31122251	3.00000000
13	0.47322047	-0.99870149	0.31122251	3.00000000
14	0.47322047	-0.99870149	0.31122251	3.00000000
15	0.47322047	-0.99870149	0.31122251	3.00000000
16	0.07691424	-0.49849580	-0.76173876	3.00000000
17	0.07691424	-0.49849580	-0.76173876	3.00000000
18	0.07691424	-0.49849580	-0.76173876	3.00000000
19	0.07691424	-0.49849580	-0.76173876	3.00000000
20	0.07691424	-0.49849580	-0.76173876	3.00000000
21	0.07691424	-0.49849580	-0.76173876	3.00000000
22	0.07691424	-0.49849580	-0.76173876	2.70000000
23	0.07691424	-0.49849580	-0.76173876	2.70000000
24	0.07691424	-0.49849580	-0.76173876	2.43000000
25	0.07691424	-0.49849580	-0.76173876	2.43000000
26	0.07691424	-0.49849580	-0.76173876	2.18700000
27	0.07691424	-0.49849580	-0.76173876	2.18700000
28	0.07691424	-0.49849580	-0.76173876	1.96830000
29	0.07691424	-0.49849580	-0.76173876	1.96830000
30	0.07691424	-0.49849580	-0.76173876	1.77147000
31	0.07691424	-0.49849580	-0.76173876	1.77147000
32	0.07691424	-0.49849580	-0.76173876	1.59432300
33	0.07691424	-0.49849580	-0.76173876	1.59432300
34	0.07691424	-0.49849580	-0.76173876	1.43489070
35	0.07691424	-0.49849580	-0.76173876	1.43489070
36	0.07691424	-0.49849580	-0.76173876	1.29140163
37	0.07691424	-0.49849580	-0.76173876	1.29140163
38	0.07691424	-0.49849580	-0.76173876	1.16226147
39	0.07691424	-0.49849580	-0.76173876	1.16226147
40	0.07691424	-0.49849580	-0.76173876	1.04603532
41	0.07691424	-0.49849580	-0.76173876	1.04603532
42	0.07691424	-0.49849580	-0.76173876	0.94143179
43	0.07691424	-0.49849580	-0.76173876	0.94143179
44	0.05300109	-0.55539981	-0.87148033	0.84728861
45	0.05300109	-0.55539981	-0.87148033	0.84728861
46	0.05300109	-0.55539981	-0.87148033	0.76255975
47	0.05300109	-0.55539981	-0.87148033	0.76255975
48	0.05300109	-0.55539981	-0.87148033	0.68630377
49	0.05300109	-0.55539981	-0.87148033	0.68630377
50	0.05300109	-0.55539981	-0.87148033	0.61767340
51	-0.07189846	-0.63386817	-0.89522266	0.61767340
52	-0.07189846	-0.63386817	-0.89522266	0.55590606
53	-0.07189846	-0.63386817	-0.89522266	0.55590606
54	-0.07189846	-0.63386817	-0.89522266	0.50031545
55	-0.07189846	-0.63386817	-0.89522266	0.50031545
56	-0.07189846	-0.63386817	-0.89522266	0.45028391
57	-0.07189846	-0.63386817	-0.89522266	0.45028391
58	-0.07189846	-0.63386817	-0.89522266	0.40525552
59	-0.07189846	-0.63386817	-0.89522266	0.40525552
60	-0.07189846	-0.63386817	-0.89522266	0.36472996
61	-0.07189846	-0.63386817	-0.89522266	0.36472996
62	-0.07189846	-0.63386817	-0.89522266	0.32825697
63	0.01584970	-0.65873892	-0.99197880	0.32825697
64	0.01584970	-0.65873892	-0.99197880	0.29543127
65	0.01584970	-0.65873892	-0.99197880	0.29543127
66	0.01584970	-0.65873892	-0.99197880	0.26588814
67	0.01584970	-0.65873892	-0.99197880	0.26588814
68	0.01584970	-0.65873892	-0.99197880	0.23929933
69	0.01584970	-0.65873892	-0.99197880	0.23929933
70	0.01584970	-0.65873892	-0.99197880	0.21536940
71	0.01584970	-0.65873892	-0.99197880	0.21536940
72	0.01584970	-0.65873892	-0.99197880	0.19383246
73	0.01584970	-0.65873892	-0.99197880	0.19383246
74	0.01584970	-0.65873892	-0.99197880	0.17444921
75	0.01584970	-0.65873892	-0.99197880	0.17444921
76	0.01584970	-0.65873892	-0.99197880	0.15700429
77	0.01584970	-0.65873892	-0.99197880	0.15700429
78	0.01584970	-0.65873892	-0.99197880	0.14130386
79	0.01814490	-0.70804963	-1.01152364	0.14130386
80	0.01814490	-0.70804963	-1.01152364	0.12717347
81	0.01814490	-0.70804963	-1.01152364	0.12717347
82	0.01814490	-0.70804963	-1.01152364	0.11445613
83	0.01814490	-0.70804963	-1.01152364	0.11445613
84	0.01814490	-0.70804963	-1.01152364	0.10301051
85	0.01814490	-0.70804963	-1.01152364	0.10301051
86	0.01814490	-0.70804963	-1.01152364	0.09270946
87	0.01814490	-0.70804963	-1.01152364	0.09270946
88	0.01814490	-0.70804963	-1.01152364	0.08343852
89	0.01814490	-0.70804963	-1.01152364	0.08343852
90	0.01814490	-0.70804963	-1.01152364	0.07509467
91	0.01814490	-0.70804963	-1.01152364	0.07509467
92	0.01814490	-0.70804963	-1.01152364	0.06758520
