Generacion	x1	x2	Fitness_Padre	Sigma_Usado
0	-0.95061064	0.72462326	0.45943556	3.00000000
1	-0.95061064	0.72462326	0.45943556	3.00000000
2	-0.95061064	0.72462326	0.45943556	3.00000000
3	-0.43061030	0.35884453	0.06834924	3.00000000
4	-0.43061030	0.35884453	0.06834924	3.00000000
5	-0.43061030	0.35884453	0.06834924	3.00000000
6	-0.43061030	0.35884453	0.06834924	3.00000000
7	-0.43061030	0.35884453	0.06834924	3.00000000
8	-0.43061030	0.35884453	0.06834924	3.00000000
9	-0.43061030	0.35884453	0.06834924	3.00000000
10	-0.43061030	0.35884453	0.06834924	3.00000000
11	-0.43061030	0.35884453	0.06834924	3.00000000
12	-0.43061030	0.35884453	0.06834924	3.00000000
13	-0.43061030	0.35884453	0.06834924	3.00000000
14	-0.43061030	0.35884453	0.06834924	3.00000000
15	-0.43061030	0.35884453	0.06834924	3.00000000
16	-0.43061030	0.35884453	0.06834924	3.00000000
17	-0.43061030	0.35884453	0.06834924	3.00000000
18	-0.43061030	0.35884453	0.06834924	3.00000000
19	-0.43061030	0.35884453	0.06834924	3.00000000
20	-0.43061030	0.35884453	0.06834924	3.00000000
21	-0.43061030	0.35884453	0.06834924	3.00000000
22	-0.43061030	0.35884453	0.06834924	2.70000000
23	-0.43061030	0.35884453	0.06834924	2.70000000
24	-0.43061030	0.35884453	0.06834924	2.43000000
25	-0.43061030	0.35884453	0.06834924	2.43000000
26	-0.43061030	0.35884453	0.06834924	2.18700000
27	-0.43061030	0.35884453	0.06834924	2.18700000
28	-0.43061030	0.35884453	0.06834924	1.96830000
29	-0.43061030	0.35884453	0.06834924	1.96830000
30	-0.43061030	0.35884453	0.06834924	1.77147000
31	-0.43061030	0.35884453	0.06834924	1.77147000
32	-0.43061030	0.35884453	0.06834924	1.59432300
33	-0.43061030	0.35884453	0.06834924	1.59432300
34	0.22658367	-0.80710576	-0.89129474	1.43489070
35	0.22658367	-0.80710576	-0.89129474	1.43489070
36	0.22658367	-0.80710576	-0.89129474	1.29140163
37	0.22658367	-0.80710576	-0.89129474	1.29140163
38	0.22658367	-0.80710576	-0.89129474	1.16226147
39	0.22658367	-0.80710576	-0.89129474	1.16226147
40	0.22658367	-0.80710576	-0.89129474	1.04603532
41	0.22658367	-0.80710576	-0.89129474	1.04603532
42	0.22658367	-0.80710576	-0.89129474	0.94143179
43	0.22658367	-0.80710576	-0.89129474	0.94143179
44	0.22658367	-0.80710576	-0.89129474	0.84728861
45	0.22658367	-0.80710576	-0.89129474	0.84728861
46	0.22658367	-0.80710576	-0.89129474	0.76255975
47	0.11163247	-0.60799758	-0.95039756	0.76255975
48	0.11163247	-0.60799758	-0.95039756	0.68630377
49	0.11163247	-0.60799758	-0.95039756	0.68630377
50	0.11163247	-0.60799758	-0.95039756	0.61767340
51	0.11163247	-0.60799758	-0.95039756	0.61767340
52	0.11163247	-0.60799758	-0.95039756	0.55590606
53	0.11163247	-0.60799758	-0.95039756	0.55590606
54	0.11163247	-0.60799758	-0.95039756	0.50031545
55	0.11163247	-0.60799758	-0.95039756	0.50031545
56	0.11163247	-0.60799758	-0.95039756	0.45028391
57	0.11163247	-0.60799758	-0.95039756	0.45028391
58	0.11163247	-0.60799758	-0.95039756	0.40525552
59	0.11163247	-0.60799758	-0.95039756	0.40525552
60	0.11163247	-0.60799758	-0.95039756	0.36472996
61	0.11163247	-0.60799758	-0.95039756	0.36472996
62	0.11163247	-0.60799758	-0.95039756	0.32825697
63	0.11163247	-0.60799758	-0.95039756	0.32825697
64	0.11163247	-0.60799758	-0.95039756	0.29543127
65	0.11163247	-0.60799758	-0.95039756	0.29543127
66	0.11163247	-0.60799758	-0.95039756	0.26588814
67	0.11163247	-0.60799758	-0.95039756	0.26588814
68	0.11163247	-0.60799758	-0.95039756	0.23929933
69	0.11163247	-0.60799758	-0.95039756	0.23929933
70	0.11163247	-0.60799758	-0.95039756	0.21536940
71	0.11163247	-0.60799758	-0.95039756	0.21536940
72	0.11163247	-0.60799758	-0.95039756	0.19383246
73	0.11163247	-0.60799758	-0.95039756	0.19383246
74	0.11163247	-0.60799758	-0.95039756	0.17444921
75	0.11163247	-0.60799758	-0.95039756	0.17444921
76	0.11163247	-0.60799758	-0.95039756	0.15700429
77	0.18300289	-0.66976688	-0.98037894	0.15700429
78	0.18300289	-0.66976688	-0.98037894	0.14130386
79	0.18300289	-0.66976688	-0.98037894	0.14130386
80	0.18300289	-0.66976688	-0.98037894	0.12717347
81	0.18300289	-0.66976688	-0.98037894	0.12717347
82	0.18300289	-0.66976688	-0.98037894	0.11445613
83	0.18300289	-0.66976688	-0.98037894	0.11445613
84	0.18300289	-0.66976688	-0.98037894	0.10301051
85	0.09297375	-0.72397280	-1.03056039	0.10301051
86	0.09297375	-0.72397280	-1.03056039	0.09270946
87	0.09297375	-0.72397280	-1.03056039	0.09270946
88	0.09297375	-0.72397280	-1.03056039	0.08343852
89	0.09297375	-0.72397280	-1.03056039	0.08343852
90	0.09297375	-0.72397280	-1.03056039	0.07509467
91	0.08854988	-0.70155619	-1.03064280	0.07509467
92	0.08854988	-0.70155619	-1.03064280	0.06758520
93	0.08854988	-0.70155619	-1.03064280	0.06758520
94	0.08854988	-0.70155619	-1.03064280	0.06082668
95	0.08854988	-0.70155619	-1.03064280	0.06082668
96	0.08854988	-0.70155619	-1.03064280	0.05474401
97	0.08854988	-0.70155619	-1.03064280	0.05474401
98	0.08854988	-0.70155619	-1.03064280	0.04926961
99	0.08854988	-0.70155619	-1.03064280	0.04926961
100	0.08854988	-0.70155619	-1.03064280	0.04434265
101	0.08854988	-0.70155619	-1.03064280	0.04434265
102	0.08854988	-0.70155619	-1.03064280	0.03990838
103	0.08854988	-0.70155619	-1.03064280	0.03990838
104	0.08854988	-0.70155619	-1.03064280	0.03591755
105	0.10446100	-0.71087179	-1.03074559	0.03591755
106	0.10446100	-0.71087179	-1.03074559	0.03232579
107	0.10446100	-0.71087179	-1.03074559	0.03232579
108	0.10446100	-0.71087179	-1.03074559	0.02909321
109	0.10446100	-0.71087179	-1.03074559	0.02909321
110	0.10446100	-0.71087179	-1.03074559	0.02618389
111	0.10446100	-0.71087179	-1.03074559	0.02618389
112	0.10446100	-0.71087179	-1.03074559	0.02356550
113	0.10446100	-0.71087179	-1.03074559	0.02356550
114	0.10446100	-0.71087179	-1.03074559	0.02120895
115	0.10446100	-0.71087179	-1.03074559	0.02120895
116	0.10446100	-0.71087179	-1.03074559	0.01908806
