Generacion	x1	x2	Fitness_Padre	Sigma_Usado
0	-0.94600874	0.28743621	1.56165815	3.00000000
1	-0.94600874	0.28743621	1.56165815	3.00000000
2	-0.94600874	0.28743621	1.56165815	3.00000000
3	-0.94600874	0.28743621	1.56165815	3.00000000
4	-0.94600874	0.28743621	1.56165815	3.00000000
5	-0.94600874	0.28743621	1.56165815	3.00000000
6	-0.94600874	0.28743621	1.56165815	3.00000000
7	-0.94600874	0.28743621	1.56165815	3.00000000
8	-0.94600874	0.28743621	1.56165815	3.00000000
9	0.66260962	-0.53534722	0.20704612	3.00000000
10	0.66260962	-0.53534722	0.20704612	3.00000000
11	0.66260962	-0.53534722	0.20704612	3.00000000
12	0.66260962	-0.53534722	0.20704612	3.00000000
13	0.07160960	-0.42814308	-0.60902349	3.00000000
14	0.07160960	-0.42814308	-0.60902349	3.00000000
15	0.07160960	-0.42814308	-0.60902349	3.00000000
16	0.07160960	-0.42814308	-0.60902349	3.00000000
17	0.07160960	-0.42814308	-0.60902349	3.00000000
18	0.07160960	-0.42814308	-0.60902349	3.00000000
19	0.07160960	-0.42814308	-0.60902349	3.00000000
20	0.07160960	-0.42814308	-0.60902349	3.00000000
21	0.07160960	-0.42814308	-0.60902349	3.00000000
22	0.07160960	-0.42814308	-0.60902349	2.70000000
23	0.07160960	-0.42814308	-0.60902349	2.70000000
24	0.07160960	-0.42814308	-0.60902349	2.43000000
25	0.07160960	-0.42814308	-0.60902349	2.43000000
26	0.07160960	-0.42814308	-0.60902349	2.18700000
27	0.07160960	-0.42814308	-0.60902349	2.18700000
28	0.07160960	-0.42814308	-0.60902349	1.96830000
29	0.07160960	-0.42814308	-0.60902349	1.96830000
30	0.07160960	-0.42814308	-0.60902349	1.77147000
31	0.07160960	-0.42814308	-0.60902349	1.77147000
32	0.07160960	-0.42814308	-0.60902349	1.59432300
33	0.07160960	-0.42814308	-0.60902349	1.59432300
34	0.07160960	-0.42814308	-0.60902349	1.43489070
35	0.07160960	-0.42814308	-0.60902349	1.43489070
36	0.07160960	-0.42814308	-0.60902349	1.29140163
37	0.07160960	-0.42814308	-0.60902349	1.29140163
38	0.07160960	-0.42814308	-0.60902349	1.16226147
39	0.07160960	-0.42814308	-0.60902349	1.16226147
40	0.07160960	-0.42814308	-0.60902349	1.04603532
41	0.07160960	-0.42814308	-0.60902349	1.04603532
42	0.07160960	-0.42814308	-0.60902349	0.94143179
43	0.07160960	-0.42814308	-0.60902349	0.94143179
44	0.07160960	-0.42814308	-0.60902349	0.84728861
45	0.07160960	-0.42814308	-0.60902349	0.84728861
46	0.07160960	-0.42814308	-0.60902349	0.76255975
47	0.07160960	-0.42814308	-0.60902349	0.76255975
48	0.07160960	-0.42814308	-0.60902349	0.68630377
49	0.07160960	-0.42814308	-0.60902349	0.68630377
50	0.07160960	-0.42814308	-0.60902349	0.61767340
51	0.07160960	-0.42814308	-0.60902349	0.61767340
52	-0.05009095	-0.68722792	-0.95247980	0.55590606
53	-0.05009095	-0.68722792	-0.95247980	0.55590606
54	-0.05009095	-0.68722792	-0.95247980	0.50031545
55	-0.05009095	-0.68722792	-0.95247980	0.50031545
56	-0.05009095	-0.68722792	-0.95247980	0.45028391
57	-0.05009095	-0.68722792	-0.95247980	0.45028391
58	-0.05009095	-0.68722792	-0.95247980	0.40525552
59	-0.05009095	-0.68722792	-0.95247980	0.40525552
60	-0.05009095	-0.68722792	-0.95247980	0.36472996
61	-0.05009095	-0.68722792	-0.95247980	0.36472996
62	0.05273937	-0.74804436	-1.01414735	0.32825697
63	0.05273937	-0.74804436	-1.01414735	0.32825697
64	0.05273937	-0.74804436	-1.01414735	0.29543127
65	0.05273937	-0.74804436	-1.01414735	0.29543127
66	0.05273937	-0.74804436	-1.01414735	0.26588814
67	0.05273937	-0.74804436	-1.01414735	0.26588814
68	0.05273937	-0.74804436	-1.01414735	0.23929933
69	0.05273937	-0.74804436	-1.01414735	0.23929933
70	0.05273937	-0.74804436	-1.01414735	0.21536940
71	0.05273937	-0.74804436	-1.01414735	0.21536940
72	0.05273937	-0.74804436	-1.01414735	0.19383246
73	0.05273937	-0.74804436	-1.01414735	0.19383246
74	0.05273937	-0.74804436	-1.01414735	0.17444921
75	0.05273937	-0.74804436	-1.01414735	0.17444921
76	0.05273937	-0.74804436	-1.01414735	0.15700429
77	0.05273937	-0.74804436	-1.01414735	0.15700429
78	0.05273937	-0.74804436	-1.01414735	0.14130386
79	0.05273937	-0.74804436	-1.01414735	0.14130386
80	0.05273937	-0.74804436	-1.01414735	0.12717347
81	0.05273937	-0.74804436	-1.01414735	0.12717347
82	0.05273937	-0.74804436	-1.01414735	0.11445613
83	0.13833112	-0.71730924	-1.02260603	0.11445613
84	0.13833112	-0.71730924	-1.02260603	0.10301051
85	0.13833112	-0.71730924	-1.02260603	0.10301051
86	0.13833112	-0.71730924	-1.02260603	0.09270946
87	0.13833112	-0.71730924	-1.02260603	0.09270946
88	0.13833112	-0.71730924	-1.02260603	0.08343852
89	0.13833112	-0.71730924	-1.02260603	0.08343852
90	0.13833112	-0.71730924	-1.02260603	0.07509467
91	0.13833112	-0.71730924	-1.02260603	0.07509467
92	0.11668290	-0.69157144	-1.02473480	0.06758520
93	0.11668290	-0.69157144	-1.02473480	0.06758520
94	0.11668290	-0.69157144	-1.02473480	0.06082668
95	0.11668290	-0.69157144	-1.02473480	0.06082668
96	0.09559684	-0.70416613	-1.03086727	0.05474401
97	0.09559684	-0.70416613	-1.03086727	0.05474401
98	0.09559684	-0.70416613	-1.03086727	0.04926961
99	0.09559684	-0.70416613	-1.03086727	0.04926961
100	0.09559684	-0.70416613	-1.03086727	0.04434265
101	0.09559684	-0.70416613	-1.03086727	0.04434265
102	0.09559684	-0.70416613	-1.03086727	0.03990838
103	0.09324965	-0.70567902	-1.03116462	0.03990838
104	0.09324965	-0.70567902	-1.03116462	0.03591755
105	0.09324965	-0.70567902	-1.03116462	0.03591755
106	0.09324965	-0.70567902	-1.03116462	0.03232579
107	0.09324965	-0.70567902	-1.03116462	0.03232579
108	0.09324965	-0.70567902	-1.03116462	0.02909321
109	0.09861586	-0.71514724	-1.03129972	0.02909321
110	0.09861586	-0.71514724	-1.03129972	0.02618389
111	0.09861586	-0.71514724	-1.03129972	0.02618389
112	0.09861586	-0.71514724	-1.03129972	0.02356550
113	0.09861586	-0.71514724	-1.03129972	0.02356550
114	0.09861586	-0.71514724	-1.03129972	0.02120895
115	0.09861586	-0.71514724	-1.03129972	0.02120895
116	0.09861586	-0.71514724	-1.03129972	0.01908806
117	0.09861586	-0.71514724	-1.03129972	0.01908806
118	0.09861586	-0.71514724	-1.03129972	0.01717925
119	0.09861586	-0.71514724	-1.03129972	0.01717925
120	0.09861586	-0.71514724	-1.03129972	0.01546133
121	0.09861586	-0.71514724	-1.03129972	0.01546133
122	0.09861586	-0.71514724	-1.03129972	0.01391519
123	0.09861586	-0.71514724	-1.03129972	0.01391519
124	0.09224916	-0.71104805	-1.03158087	0.01252367
125	0.09224916	-0.71104805	-1.03158087	0.01252367
126	0.09224916	-0.71104805	-1.03158087	0.01127131
127	0.09224916	-0.71104805	-1.03158087	0.01127131
128	0.09224916	-0.71104805	-1.03158087	0.01014418
129	0.09224916	-0.71104805	-1.03158087	0.01014418
130	0.09224916	-0.71104805	-1.03158087	0.00912976
131	0.09224916	-0.71104805	-1.03158087	0.00912976
132	0.08770704	-0.71070859	-1.03158385	0.00821678
133	0.08770704	-0.71070859	-1.03158385	0.00821678
134	0.08770704	-0.71070859	-1.03158385	0.00739510
135	0.08770704	-0.71070859	-1.03158385	0.00739510
136	0.08770704	-0.71070859	-1.03158385	0.00665559
137	0.08770704	-0.71070859	-1.03158385	0.00665559
138	0.08770704	-0.71070859	-1.03158385	0.00599003
139	0.08770704	-0.71070859	-1.03158385	0.00599003
140	0.08770704	-0.71070859	-1.03158385	0.00539103
141	0.08770704	-0.71070859	-1.03158385	0.00539103
142	0.08770704	-0.71070859	-1.03158385	0.00485193
143	0.08770704	-0.71070859	-1.03158385	0.00485193
144	0.08770704	-0.71070859	-1.03158385	0.00436674
145	0.08770704	-0.71070859	-1.03158385	0.00436674
146	0.08770704	-0.71070859	-1.03158385	0.00393006
147	0.08770704	-0.71070859	-1.03158385	0.00393006
148	0.08770704	-0.71070859	-1.03158385	0.00353706
149	0.08770704	-0.71070859	-1.03158385	0.00353706
150	0.08770704	-0.71070859	-1.03158385	0.00318335
151	0.08770704	-0.71070859	-1.03158385	0.00318335
152	0.08770704	-0.71070859	-1.03158385	0.00286501
153	0.08770704	-0.71070859	-1.03158385	0.00286501
154	0.08770704	-0.71070859	-1.03158385	0.00257851
155	0.09149898	-0.71263410	-1.03161771	0.00257851
156	0.09149898	-0.71263410	-1.03161771	0.00232066
157	0.09149898	-0.71263410	-1.03161771	0.00232066
158	0.09149898	-0.71263410	-1.03161771	0.00208860
